neighbourhood,room_type,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Pacific Heights,Private room,37.79696,-122.42452,129,1,117,3.62,14,70
Inner Richmond,Entire home/apt,37.77674,-122.46657,245,2,25,0.66,1,3
Downtown/Civic Center,Private room,37.78752,-122.40958,235,2,70,1.82,28,146
Pacific Heights,Private room,37.79718,-122.42504,129,1,50,1.56,14,32
Haight Ashbury,Entire home/apt,37.77421,-122.44891,600,2,4,0.11,1,0
South of Market,Entire home/apt,37.78749,-122.3902,189,30,1,0.04,25,14
Mission,Private room,37.76384,-122.4248,96,3,40,1.08,1,0
Downtown/Civic Center,Private room,37.78728,-122.41147,235,1,62,2.29,28,212
Downtown/Civic Center,Private room,37.78901,-122.40929,235,1,88,2.93,28,153
Outer Sunset,Entire home/apt,37.75703,-122.48939,90,1,242,6.3,2,11
Mission,Entire home/apt,37.77018,-122.42398,292,2,60,1.58,3,18
North Beach,Entire home/apt,37.80373,-122.40457,181,30,0,0,11,365
West of Twin Peaks,Entire home/apt,37.74571,-122.45691,450,2,6,0.16,1,83
Inner Richmond,Entire home/apt,37.78509,-122.47077,190,30,20,0.52,2,0
Excelsior,Entire home/apt,37.72511,-122.40716,185,2,206,5.37,1,32
Nob Hill,Private room,37.79542,-122.41834,145,30,57,1.51,5,340
Potrero Hill,Entire home/apt,37.76406,-122.39518,250,30,52,1.41,1,180
Inner Richmond,Private room,37.78153,-122.47631,90,30,8,0.21,18,354
Castro/Upper Market,Private room,37.76288,-122.44186,150,30,0,0,1,0
Marina,Entire home/apt,37.8042,-122.43622,214,30,27,0.86,1,0
Noe Valley,Entire home/apt,37.74661,-122.43451,335,30,2,0.07,24,221
West of Twin Peaks,Entire home/apt,37.72945,-122.45348,700,4,4,0.11,2,0
Inner Richmond,Entire home/apt,37.77481,-122.45646,299,31,47,1.25,2,26
Downtown/Civic Center,Private room,37.77761,-122.42183,195,1,39,1.03,28,145
Excelsior,Private room,37.72871,-122.42934,50,1,63,1.65,2,47
Castro/Upper Market,Entire home/apt,37.76551,-122.44032,110,30,16,0.43,1,276
Ocean View,Entire home/apt,37.71914,-122.45128,135,30,55,1.47,3,227
Noe Valley,Entire home/apt,37.75132,-122.42648,400,3,9,4.43,1,8
Castro/Upper Market,Private room,37.76345,-122.42996,62,1,173,4.63,1,97
Outer Sunset,Entire home/apt,37.76172,-122.49939,110,3,13,3.36,1,24
North Beach,Private room,37.79849,-122.40699,89,30,5,0.25,1,361
Western Addition,Private room,37.76995,-122.43226,80,1,9,0.24,2,0
Nob Hill,Entire home/apt,37.79609,-122.41724,300,2,6,0.16,1,153
West of Twin Peaks,Entire home/apt,37.73023,-122.45811,600,2,93,2.46,1,133
Excelsior,Shared room,37.72296,-122.4185,120,5,0,0,1,352
Outer Sunset,Entire home/apt,37.75212,-122.49757,120,2,56,1.47,1,0
Downtown/Civic Center,Entire home/apt,37.7854,-122.41134,75,30,1,0.1,102,125
Nob Hill,Private room,37.79379,-122.41754,95,30,53,1.42,5,356
Nob Hill,Private room,37.79354,-122.4194,125,30,68,1.8,5,327
Downtown/Civic Center,Entire home/apt,37.78129,-122.41596,140,30,9,0.3,1,65
Marina,Entire home/apt,37.80234,-122.43796,115,30,4,0.12,1,348
Russian Hill,Entire home/apt,37.80064,-122.41638,145,30,1,0.53,25,93
Inner Richmond,Entire home/apt,37.77625,-122.46464,895,2,5,0.14,1,61
Castro/Upper Market,Entire home/apt,37.76303,-122.44186,345,2,5,0.14,1,11
Nob Hill,Shared room,37.7934,-122.41888,145,30,86,2.27,5,169
Haight Ashbury,Entire home/apt,37.76119,-122.44685,250,30,11,0.3,2,324
Russian Hill,Entire home/apt,37.80618,-122.42379,925,3,9,0.26,1,74
Mission,Entire home/apt,37.75322,-122.41386,160,3,127,3.48,1,282
Mission,Entire home/apt,37.76083,-122.4201,250,3,70,1.89,1,0
Outer Mission,Private room,37.72123,-122.44373,65,30,68,1.83,2,347
Outer Sunset,Private room,37.7537,-122.48254,80,2,107,2.85,1,97
Excelsior,Private room,37.72434,-122.42149,70,2,183,4.86,1,103
Noe Valley,Entire home/apt,37.75388,-122.43229,250,3,84,2.21,1,105
Ocean View,Entire home/apt,37.70836,-122.46167,299,2,8,0.22,2,69
Pacific Heights,Private room,37.79135,-122.43593,169,1,18,0.56,3,65
Outer Mission,Private room,37.71994,-122.44416,55,30,76,2.01,2,185
Potrero Hill,Private room,37.75491,-122.40291,140,1,91,2.41,1,34
Downtown/Civic Center,Entire home/apt,37.78859,-122.41379,252,2,71,1.93,15,300
Mission,Entire home/apt,37.75564,-122.41142,172,2,130,3.46,1,255
Western Addition,Entire home/apt,37.78433,-122.44559,200,2,47,1.27,1,50
North Beach,Entire home/apt,37.8022,-122.41268,160,3,67,1.78,1,1
Outer Sunset,Private room,37.75209,-122.48445,80,2,236,6.23,4,6
Bernal Heights,Private room,37.74695,-122.40963,117,1,153,4.09,4,34
Pacific Heights,Entire home/apt,37.79074,-122.43447,155,30,12,0.33,1,154
Outer Mission,Entire home/apt,37.7331,-122.45106,225,3,85,2.28,1,299
Western Addition,Entire home/apt,37.78138,-122.42963,300,3,12,0.32,1,2
Bernal Heights,Private room,37.73654,-122.41582,115,2,113,3.04,1,116
Downtown/Civic Center,Entire home/apt,37.78808,-122.41232,252,2,68,1.89,15,291
Western Addition,Private room,37.77795,-122.44292,80,30,27,0.71,1,340
Potrero Hill,Entire home/apt,37.76032,-122.39444,450,4,41,1.13,3,2
Mission,Entire home/apt,37.75806,-122.41635,275,30,37,1,3,90
Marina,Entire home/apt,37.79941,-122.43687,400,30,88,2.4,1,179
Western Addition,Entire home/apt,37.77902,-122.44245,129,3,19,0.58,3,3
Mission,Entire home/apt,37.75363,-122.42404,199,30,150,4.02,2,250
Parkside,Entire home/apt,37.7374,-122.49491,299,30,96,2.55,1,179
Western Addition,Entire home/apt,37.77785,-122.44372,1500,2,8,0.33,2,17
Twin Peaks,Private room,37.75167,-122.45212,188,4,110,2.95,2,310
Bayview,Private room,37.71594,-122.38913,136,1,191,5.08,2,60
Nob Hill,Entire home/apt,37.79093,-122.41777,225,4,44,1.26,1,14
Glen Park,Private room,37.74159,-122.42962,75,7,6,0.18,1,16
Bernal Heights,Entire home/apt,37.74702,-122.41513,85,30,84,2.31,1,296
West of Twin Peaks,Entire home/apt,37.73745,-122.45822,300,30,1,0.3,1,15
Bayview,Private room,37.71656,-122.38993,99,1,50,1.33,2,0
Bayview,Entire home/apt,37.73436,-122.40488,199,3,136,3.65,1,36
Excelsior,Private room,37.72663,-122.42957,69,1,71,1.92,2,317
Pacific Heights,Entire home/apt,37.79107,-122.44283,225,2,34,0.91,1,126
Excelsior,Entire home/apt,37.72486,-122.43172,210,7,17,0.61,2,17
Western Addition,Private room,37.77796,-122.43186,84,2,260,6.95,2,42
Outer Sunset,Entire home/apt,37.75738,-122.50717,160,2,175,5.47,1,78
Bernal Heights,Entire home/apt,37.73571,-122.4268,160,1,34,0.96,1,0
Outer Sunset,Entire home/apt,37.75855,-122.48345,80,2,35,2.62,1,4
Diamond Heights,Private room,37.74608,-122.4444,140,2,19,0.54,1,0
Outer Sunset,Private room,37.75849,-122.48789,100,1,82,3.35,4,24
Noe Valley,Entire home/apt,37.74918,-122.43675,199,1,96,4,3,143
Ocean View,Private room,37.7227,-122.47131,150,30,0,0,1,365
Mission,Entire home/apt,37.75755,-122.41685,400,1,65,1.74,3,212
Parkside,Entire home/apt,37.74405,-122.50323,175,2,89,2.39,1,294
Visitacion Valley,Entire home/apt,37.71883,-122.40324,118,1,198,5.31,5,2
Bernal Heights,Private room,37.73847,-122.41456,98,1,78,2.71,1,46
Castro/Upper Market,Entire home/apt,37.76166,-122.42943,249,1,231,6.2,1,100
Excelsior,Entire home/apt,37.72659,-122.41729,120,2,155,4.14,2,0
Chinatown,Entire home/apt,37.79153,-122.40661,95,2,64,1.98,36,0
West of Twin Peaks,Private room,37.72885,-122.45885,120,30,0,0,1,365
Inner Richmond,Private room,37.77805,-122.47057,125,3,71,1.91,3,112
Russian Hill,Entire home/apt,37.80375,-122.42271,1200,4,10,0.28,1,17
Outer Sunset,Private room,37.75207,-122.48434,85,1,224,5.98,4,4
Inner Richmond,Entire home/apt,37.77662,-122.45662,79,31,43,1.15,2,0
Downtown/Civic Center,Private room,37.78862,-122.41197,600,2,46,1.49,15,291
Downtown/Civic Center,Private room,37.78924,-122.41171,336,2,8,0.36,15,306
Western Addition,Private room,37.77832,-122.43283,159,3,8,0.22,2,65
Western Addition,Entire home/apt,37.77107,-122.43114,143,30,0,0,2,317
Nob Hill,Entire home/apt,37.78926,-122.41598,69,31,14,0.38,1,0
Outer Mission,Entire home/apt,37.73053,-122.44064,355,4,2,0.19,2,0
Outer Sunset,Private room,37.7597,-122.50712,80,1,99,2.67,1,49
Bernal Heights,Private room,37.74503,-122.41095,101,1,161,4.36,4,61
Downtown/Civic Center,Private room,37.78722,-122.40969,219,1,3,0.09,5,0
Downtown/Civic Center,Entire home/apt,37.78948,-122.41306,252,2,35,1.02,15,309
Downtown/Civic Center,Private room,37.7892,-122.41342,420,2,34,0.94,15,256
Inner Sunset,Entire home/apt,37.76256,-122.47003,300,3,120,4.18,1,65
Castro/Upper Market,Entire home/apt,37.75934,-122.42627,365,5,7,0.19,1,1
Mission,Entire home/apt,37.75709,-122.42474,217,30,5,0.14,4,340
Downtown/Civic Center,Entire home/apt,37.7846,-122.41157,78,30,0,0,102,113
Castro/Upper Market,Private room,37.75742,-122.43741,97,2,104,2.94,2,299
Castro/Upper Market,Entire home/apt,37.75798,-122.44175,329,30,56,1.57,1,335
Bayview,Private room,37.72864,-122.38786,190,1,232,6.55,4,79
Bayview,Entire home/apt,37.71923,-122.39598,225,30,24,0.77,1,341
Inner Richmond,Private room,37.77714,-122.46676,125,2,63,1.71,1,338
Nob Hill,Entire home/apt,37.78942,-122.41649,110,30,32,0.86,2,146
Bernal Heights,Private room,37.74529,-122.4098,86,1,131,3.53,4,62
Mission,Entire home/apt,37.75078,-122.4152,250,3,3,0.1,1,0
Downtown/Civic Center,Private room,37.78762,-122.41512,54,30,7,0.23,34,316
Downtown/Civic Center,Private room,37.78719,-122.41505,49,30,2,0.08,34,350
Mission,Entire home/apt,37.7615,-122.42117,500,4,10,0.27,1,59
Haight Ashbury,Entire home/apt,37.7666,-122.45108,220,30,68,1.86,1,308
Mission,Entire home/apt,37.75939,-122.42117,540,2,44,1.19,3,6
Outer Sunset,Entire home/apt,37.7609,-122.47769,109,30,203,5.5,2,1
Inner Richmond,Private room,37.77449,-122.46522,46,30,79,2.17,1,140
Outer Mission,Private room,37.73213,-122.436,500,1,26,0.72,2,342
Excelsior,Entire home/apt,37.71898,-122.43174,149,7,23,0.65,1,51
Marina,Entire home/apt,37.80009,-122.44287,169,1,169,4.61,1,10
Outer Sunset,Private room,37.7572,-122.49858,95,30,2,0.06,4,340
Outer Sunset,Private room,37.75891,-122.49691,110,30,0,0,4,365
Outer Sunset,Entire home/apt,37.76046,-122.50478,295,30,51,1.44,1,120
Nob Hill,Entire home/apt,37.79183,-122.41038,140,30,6,0.17,1,284
Bayview,Entire home/apt,37.73201,-122.37463,99,2,103,2.9,1,76
South of Market,Entire home/apt,37.77397,-122.41482,185,30,85,2.37,1,0
South of Market,Entire home/apt,37.78076,-122.4079,150,30,61,1.67,1,87
South of Market,Entire home/apt,37.78153,-122.39861,199,30,0,0,27,284
Inner Richmond,Entire home/apt,37.77931,-122.46161,600,3,24,0.66,1,0
Castro/Upper Market,Entire home/apt,37.75952,-122.44114,350,3,65,1.8,1,0
Bernal Heights,Entire home/apt,37.73883,-122.41529,220,3,146,4.01,1,221
Excelsior,Private room,37.72478,-122.43195,39,20,142,3.88,3,3
Potrero Hill,Private room,37.76101,-122.39262,150,1,8,0.52,2,96
Noe Valley,Entire home/apt,37.75135,-122.43737,350,30,4,0.11,1,168
Mission,Entire home/apt,37.75758,-122.42284,269,30,5,0.15,5,246
Potrero Hill,Entire home/apt,37.7641,-122.38775,224,2,29,0.82,1,144
Financial District,Entire home/apt,37.79098,-122.39254,159,30,1,0.03,27,290
Outer Sunset,Entire home/apt,37.76293,-122.50518,117,90,0,0,3,310
Western Addition,Entire home/apt,37.77808,-122.4404,199,2,103,2.83,1,201
South of Market,Entire home/apt,37.78659,-122.38976,250,30,11,0.31,1,347
Mission,Private room,37.7527,-122.41152,268,4,136,3.79,1,29
Castro/Upper Market,Entire home/apt,37.76622,-122.43067,240,30,4,0.13,1,275
North Beach,Entire home/apt,37.8055,-122.41316,181,2,47,1.48,1,6
Outer Mission,Private room,37.71099,-122.44813,75,31,6,0.16,3,360
Lakeshore,Entire home/apt,37.73412,-122.47902,295,30,26,0.74,2,311
Seacliff,Entire home/apt,37.78009,-122.50854,150,30,3,0.09,2,365
Western Addition,Private room,37.77814,-122.44079,100,3,6,0.17,1,0
Bayview,Private room,37.7287,-122.38981,210,1,265,7.59,4,90
Mission,Private room,37.75558,-122.41443,150,3,15,0.98,2,17
Western Addition,Entire home/apt,37.78526,-122.44257,180,3,113,3.2,1,255
Outer Mission,Entire home/apt,37.72527,-122.43802,275,7,2,0.28,2,0
Mission,Entire home/apt,37.75582,-122.42421,200,30,5,0.14,1,114
Bayview,Private room,37.72828,-122.38974,210,1,245,6.92,4,72
Outer Sunset,Private room,37.7593,-122.50366,105,1,213,5.91,2,208
Mission,Entire home/apt,37.75101,-122.41246,120,30,39,1.09,1,336
Excelsior,Private room,37.7267,-122.42032,58,30,43,1.19,7,339
Ocean View,Entire home/apt,37.70837,-122.46033,689,2,35,1,2,69
Bernal Heights,Private room,37.74709,-122.40984,220,1,102,2.85,4,53
South of Market,Private room,37.78258,-122.39509,118,1,75,2.07,4,36
Outer Sunset,Private room,37.74832,-122.49904,69,1,40,1.38,1,331
Excelsior,Entire home/apt,37.72644,-122.41875,109,30,69,1.92,7,347
Excelsior,Private room,37.72477,-122.41988,55,30,74,2.07,7,217
Downtown/Civic Center,Private room,37.78589,-122.40952,75,1,95,2.66,26,0
Castro/Upper Market,Private room,37.76733,-122.4324,105,1,316,8.71,2,291
Potrero Hill,Entire home/apt,37.7582,-122.4024,195,4,70,2.01,1,262
Chinatown,Entire home/apt,37.79194,-122.40765,123,30,0,0,8,124
Downtown/Civic Center,Entire home/apt,37.781,-122.41952,150,30,15,0.48,4,318
North Beach,Entire home/apt,37.80159,-122.40281,225,3,119,3.5,1,241
Western Addition,Private room,37.78158,-122.44033,140,30,81,2.25,1,46
Outer Sunset,Private room,37.7631,-122.5032,85,2,63,2.12,1,95
Noe Valley,Private room,37.74712,-122.42523,119,6,44,1.22,2,50
South of Market,Private room,37.78195,-122.39571,118,1,86,2.38,4,24
Outer Sunset,Entire home/apt,37.76104,-122.49091,150,3,97,3.12,1,140
Downtown/Civic Center,Private room,37.78622,-122.40958,119,1,85,2.4,26,4
Downtown/Civic Center,Entire home/apt,37.78701,-122.40924,119,1,69,1.93,26,1
Downtown/Civic Center,Entire home/apt,37.78598,-122.40774,78,1,129,3.57,26,2
Downtown/Civic Center,Entire home/apt,37.78111,-122.41967,150,30,8,0.25,4,324
Haight Ashbury,Entire home/apt,37.77063,-122.43731,160,3,147,4.07,1,245
Noe Valley,Entire home/apt,37.75138,-122.43279,250,1,14,0.4,2,323
Excelsior,Private room,37.7259,-122.41849,48,30,52,1.44,7,340
Parkside,Private room,37.74466,-122.49111,62,30,4,0.13,4,162
Excelsior,Private room,37.72452,-122.43242,100,5,57,1.59,1,137
Glen Park,Private room,37.7342,-122.43265,75,3,57,1.58,4,126
Outer Mission,Private room,37.71127,-122.44895,55,31,19,0.53,5,356
North Beach,Entire home/apt,37.80502,-122.40632,185,30,4,0.13,25,148
Noe Valley,Entire home/apt,37.74789,-122.43866,325,3,66,2.23,1,31
Mission,Entire home/apt,37.74803,-122.42458,219,6,4,0.13,2,0
Excelsior,Private room,37.72627,-122.41832,48,30,49,1.36,7,238
Potrero Hill,Entire home/apt,37.75958,-122.40087,348,3,23,0.64,4,0
Mission,Private room,37.76535,-122.41688,110,2,157,4.38,3,329
Bernal Heights,Entire home/apt,37.73722,-122.42265,125,30,24,0.7,1,93
Castro/Upper Market,Entire home/apt,37.7659,-122.4347,290,4,91,2.99,1,16
Outer Sunset,Entire home/apt,37.7616,-122.49496,225,2,198,5.63,1,224
Downtown/Civic Center,Private room,37.78708,-122.40973,112,1,85,2.4,26,3
Bayview,Private room,37.73264,-122.38793,60,30,20,0.56,4,64
Bernal Heights,Entire home/apt,37.7441,-122.4237,250,30,1,0.03,1,0
Mission,Entire home/apt,37.7643,-122.417,100,30,0,0,102,226
West of Twin Peaks,Private room,37.72728,-122.45805,63,30,14,0.39,10,343
West of Twin Peaks,Private room,37.72935,-122.45705,59,30,14,0.39,10,152
Noe Valley,Entire home/apt,37.74864,-122.4366,200,2,167,4.84,2,181
Downtown/Civic Center,Private room,37.78565,-122.40948,110,1,71,1.98,26,0
Mission,Entire home/apt,37.75834,-122.41143,310,4,16,0.46,1,0
Inner Sunset,Entire home/apt,37.76315,-122.47008,215,2,20,0.75,1,0
South of Market,Private room,37.78134,-122.39541,98,1,70,1.96,4,44
South of Market,Entire home/apt,37.77475,-122.40829,190,4,6,0.17,1,9
Ocean View,Entire home/apt,37.71932,-122.45635,158,1,280,7.89,1,77
South of Market,Private room,37.77679,-122.41438,89,3,49,1.66,1,0
Mission,Private room,37.76668,-122.41703,105,3,163,4.59,3,136
West of Twin Peaks,Entire home/apt,37.7365,-122.45413,97,3,122,3.79,1,92
Twin Peaks,Entire home/apt,37.74827,-122.45028,285,3,68,1.94,1,302
Ocean View,Entire home/apt,37.72027,-122.45785,108,2,61,1.72,2,0
Outer Richmond,Entire home/apt,37.77701,-122.48901,199,1,49,1.55,2,0
Western Addition,Entire home/apt,37.77364,-122.43263,159,3,92,2.62,1,103
Bernal Heights,Entire home/apt,37.74569,-122.41758,110,1,347,10.18,2,95
Inner Sunset,Entire home/apt,37.76053,-122.46307,166,30,47,1.34,1,354
Western Addition,Private room,37.77738,-122.4312,83,2,211,5.98,2,33
West of Twin Peaks,Private room,37.72785,-122.45791,58,30,14,0.4,10,332
Downtown/Civic Center,Private room,37.7877,-122.41367,53,30,6,0.19,34,215
Inner Sunset,Entire home/apt,37.76586,-122.45408,130,30,37,1.05,1,308
Western Addition,Entire home/apt,37.78517,-122.44438,210,3,40,1.15,1,8
West of Twin Peaks,Private room,37.72767,-122.45858,58,30,9,0.26,10,325
West of Twin Peaks,Private room,37.72918,-122.45664,58,30,17,0.48,10,353
Inner Richmond,Private room,37.77746,-122.44773,77,1,81,2.34,1,0
Parkside,Private room,37.74255,-122.47917,8000,1,103,2.98,1,134
Mission,Entire home/apt,37.75241,-122.41126,350,30,12,0.34,1,87
Diamond Heights,Entire home/apt,37.74132,-122.43705,295,5,6,0.18,1,147
Excelsior,Entire home/apt,37.72386,-122.41869,185,30,8,0.23,2,364
Ocean View,Private room,37.70855,-122.46573,80,1,197,5.56,2,162
Haight Ashbury,Entire home/apt,37.76891,-122.45314,700,30,0,0,1,31
Haight Ashbury,Entire home/apt,37.7689,-122.45244,200,30,1,0.05,1,248
Inner Richmond,Entire home/apt,37.7783,-122.45182,159,3,69,2,1,112
South of Market,Private room,37.77672,-122.41628,128,1,188,10.25,2,299
Outer Mission,Private room,37.73065,-122.43037,129,2,45,1.28,1,81
Ocean View,Private room,37.70828,-122.46432,107,1,172,4.87,2,165
Haight Ashbury,Entire home/apt,37.76285,-122.44953,400,4,65,2.04,2,211
Downtown/Civic Center,Entire home/apt,37.78719,-122.40718,300,30,2,0.06,25,179
Mission,Entire home/apt,37.75805,-122.42255,450,4,102,3.23,1,2
Western Addition,Entire home/apt,37.77917,-122.44069,185,1,1,0.07,1,0
Potrero Hill,Private room,37.75915,-122.40275,95,4,14,0.4,4,0
Outer Mission,Private room,37.71182,-122.45112,50,31,1,0.03,5,0
Inner Richmond,Entire home/apt,37.77981,-122.45494,600,30,13,0.42,7,355
Financial District,Entire home/apt,37.7978,-122.40058,250,60,2,0.08,1,211
North Beach,Private room,37.80037,-122.40354,90,30,0,0,1,121
Western Addition,Entire home/apt,37.7778,-122.43854,260,30,36,1.03,1,347
Potrero Hill,Entire home/apt,37.76267,-122.39474,200,7,39,1.12,1,267
Outer Mission,Private room,37.73095,-122.44469,95,21,331,9.52,1,69
Bayview,Private room,37.73363,-122.38752,70,30,15,0.43,4,62
West of Twin Peaks,Entire home/apt,37.73329,-122.45835,180,2,201,5.73,1,114
Glen Park,Private room,37.73366,-122.43346,100,3,143,4.08,4,69
Potrero Hill,Entire home/apt,37.75928,-122.38938,550,3,42,1.22,1,73
Noe Valley,Entire home/apt,37.75152,-122.44197,295,1,6,0.17,3,0
Mission,Entire home/apt,37.75987,-122.41602,475,2,4,0.12,1,67
West of Twin Peaks,Entire home/apt,37.74325,-122.46906,125,2,181,5.16,1,206
Financial District,Private room,37.7903,-122.40693,129,1,154,4.38,12,43
Inner Richmond,Private room,37.77678,-122.46126,1049,3,86,2.45,1,0
Ocean View,Entire home/apt,37.716,-122.45425,195,3,29,0.9,1,2
Pacific Heights,Private room,37.79356,-122.43017,239,1,77,2.23,1,11
South of Market,Private room,37.77944,-122.39265,119,1,198,5.77,1,142
Excelsior,Entire home/apt,37.72632,-122.42973,120,2,90,2.61,3,340
Inner Richmond,Entire home/apt,37.78031,-122.45079,125,30,8,0.24,3,346
Bayview,Entire home/apt,37.73504,-122.39281,135,2,145,4.48,1,295
Western Addition,Entire home/apt,37.77652,-122.42311,145,30,2,0.07,1,0
Diamond Heights,Entire home/apt,37.74531,-122.44344,225,7,6,0.18,2,217
Noe Valley,Entire home/apt,37.74421,-122.42507,230,3,9,0.34,1,0
Financial District,Private room,37.79009,-122.40629,109,1,227,6.49,12,29
Marina,Entire home/apt,37.80515,-122.4357,240,2,145,4.21,2,15
Haight Ashbury,Entire home/apt,37.77169,-122.439,349,30,19,0.54,1,0
South of Market,Entire home/apt,37.78053,-122.39814,220,30,0,0,3,364
Noe Valley,Entire home/apt,37.7449,-122.43067,350,2,33,0.95,2,79
Western Addition,Entire home/apt,37.78577,-122.44146,199,30,35,1.01,1,164
Bernal Heights,Entire home/apt,37.73843,-122.42177,325,2,32,1.25,1,31
Noe Valley,Private room,37.75393,-122.43683,140,3,13,0.38,2,0
Potrero Hill,Private room,37.75953,-122.40271,80,3,47,1.39,4,0
Castro/Upper Market,Private room,37.75997,-122.44155,110,2,21,0.6,2,0
